feature,mean_abs_shap
adl_locomotion_value_mean_30d,0.002689092
med_n_doses_sum_7d,0.002650957
vital_temp_max_7d,0.0026264156
dx_chf,0.0024334996
vital_o2_max_30d,0.0022538225
vital_glucose_min_30d,0.0020392768
vital_glucose_mean_7d,0.0018553956
vital_glucose_min_7d,0.0017090063
vital_glucose_mean_30d,0.0015171675
vital_weight_max_7d,0.0014386087
dx_pneumonia,0.0013330713
vital_pain_std_7d,0.001116728
dx_copd,0.00096981507
adl_walking_value_mean_7d,0.0
adl_walking_value_std_7d,0.0
adl_toilet_use_value_mean_90d,0.0
adl_toilet_use_value_std_90d,0.0
adl_walking_value_std_30d,0.0
adl_transfer_value_std_90d,0.0
adl_toilet_use_value_std_7d,0.0
adl_toilet_use_value_mean_30d,0.0
adl_toilet_use_value_std_30d,0.0
adl_transfer_value_std_30d,0.0
adl_transfer_value_mean_30d,0.0
adl_transfer_value_std_7d,0.0
adl_transfer_value_mean_7d,0.0
adl_bed_mobility_value_std_90d,0.0
adl_bed_mobility_value_mean_90d,0.0
adl_bed_mobility_value_std_30d,0.0
adl_bed_mobility_value_mean_30d,0.0
adl_bed_mobility_value_std_7d,0.0
adl_bed_mobility_value_mean_7d,0.0
adl_personal_hygiene_value_std_90d,0.0
adl_personal_hygiene_value_mean_90d,0.0
adl_personal_hygiene_value_std_30d,0.0
adl_personal_hygiene_value_mean_30d,0.0
adl_personal_hygiene_value_std_7d,0.0
adl_personal_hygiene_value_mean_7d,0.0
adl_eating_value_std_90d,0.0
dx_anemia,0.0
dx_uti,0.0
dx_depression,0.0
dx_parkinsons,0.0
dx_diabetes_comp,0.0
dx_diabetes_cc,0.0
dx_dementia,0.0
dx_cancer,0.0
dx_mi,0.0
dx_liver_severe,0.0
dx_obesity,0.0
adl_eating_value_mean_7d,0.0
adl_eating_value_std_7d,0.0
adl_eating_value_mean_30d,0.0
adl_eating_value_std_30d,0.0
adl_eating_value_mean_90d,0.0
vital_o2_mean_7d,0.0
vital_pulse_min_7d,0.0
vital_pulse_max_7d,0.0
vital_bp_sys_max_7d,0.0
vital_bp_sys_min_7d,0.0
gg_sit_to_stand_value_mean_30d,0.0
gg_selfcare_value_mean_30d,0.0
gg_selfcare_value_std_30d,0.0
gg_chair_bed_to_chair_transfer_value_mean_30d,0.0
gg_chair_bed_to_chair_transfer_value_mean_7d,0.0
gg_lying_to_sitting_on_side_of_bed_value_mean_7d,0.0
gg_lying_to_sitting_on_side_of_bed_value_mean_30d,0.0
gg_walk_50_feet_with_two_turns_value_mean_30d,0.0
gg_walk_50_feet_with_two_turns_value_mean_7d,0.0
gg_walk_150_feet_value_mean_30d,0.0
gg_walk_150_feet_value_mean_7d,0.0
gg_selfcare_value_std_7d,0.0
gg_selfcare_value_mean_7d,0.0
gg_sit_to_stand_value_mean_7d,0.0
adl_walking_value_mean_30d,0.0
adl_walking_value_mean_90d,0.0
adl_total_value_mean_7d,0.0
adl_total_value_std_7d,0.0
adl_total_value_mean_30d,0.0
adl_total_value_std_30d,0.0
adl_total_value_mean_90d,0.0
adl_total_value_std_90d,0.0
adl_trend_7v30,0.0
gg_mobility_value_mean_7d,0.0
gg_mobility_value_std_7d,0.0
gg_mobility_value_mean_30d,0.0
gg_mobility_value_std_30d,0.0
adl_toilet_use_value_mean_7d,0.0
adl_locomotion_value_std_90d,0.0
adl_locomotion_value_mean_90d,0.0
adl_locomotion_value_std_30d,0.0
adl_locomotion_value_std_7d,0.0
adl_locomotion_value_mean_7d,0.0
vital_resp_std_30d,0.0
vital_resp_min_30d,0.0
vital_weight_std_7d,0.0
vital_weight_mean_7d,0.0
vital_resp_max_30d,0.0
vital_weight_max_30d,0.0
vital_weight_min_7d,0.0
vital_pain_min_7d,0.0
vital_pain_min_30d,0.0
vital_weight_std_30d,0.0
flag_o2_low,0.0
flag_pain_high,0.0
flag_bp_low,0.0
flag_bp_high,0.0
flag_tachycardia,0.0
vital_resp_max_7d,0.0
vital_resp_min_7d,0.0
vital_resp_std_7d,0.0
vital_temp_min_7d,0.0
vital_weight_min_30d,0.0
vital_weight_mean_30d,0.0
vital_o2_max_7d,0.0
vital_temp_std_7d,0.0
vital_temp_std_30d,0.0
vital_resp_mean_7d,0.0
vital_temp_mean_7d,0.0
med_is_refused_sum_7d,0.0
med_is_late_sum_7d,0.0
med_is_missed_sum_7d,0.0
med_is_anticoagulant_sum_7d,0.0
med_is_opioid_sum_7d,0.0
med_is_diuretic_sum_7d,0.0
med_is_psychotropic_sum_7d,0.0
vital_weight_pct_change_30d,0.0
flag_fever,0.0
flag_hypoglycemia,0.0
flag_bradycardia,0.0
med_n_doses_mean_7d,0.0
med_is_missed_mean_7d,0.0
med_is_late_mean_7d,0.0
med_is_psychotropic_mean_7d,0.0
med_is_opioid_mean_7d,0.0
med_is_missed_sum_30d,0.0
med_is_late_sum_30d,0.0
med_is_diuretic_mean_30d,0.0
med_is_opioid_mean_30d,0.0
med_is_missed_mean_30d,0.0
med_is_late_mean_30d,0.0
med_is_refused_mean_30d,0.0
med_is_anticoagulant_mean_30d,0.0
med_n_doses_mean_30d,0.0
med_is_refused_mean_7d,0.0
med_is_psychotropic_sum_30d,0.0
med_is_opioid_sum_30d,0.0
med_is_anticoagulant_sum_30d,0.0
med_is_diuretic_sum_30d,0.0
med_is_diuretic_mean_7d,0.0
med_is_anticoagulant_mean_7d,0.0
tag_uti_symptoms_n_sum_30d,0.0
tag_wound_infection_symptoms_n_sum_30d,0.0
tag_skin_wound_assessment_n_sum_30d,0.0
tag_wound_care_n_sum_30d,0.0
tag_fall_n_sum_30d,0.0
med_polypharmacy_flag,0.0
med_miss_rate_30d,0.0
tag_antibiotic_therapy_n_sum_30d,0.0
tag_pain_progress_note_n_sum_30d,0.0
tag_monitor_side_effects_n_sum_30d,0.0
tag_weight_progress_note_n_sum_30d,0.0
tag_aggressive_behavior_n_sum_30d,0.0
tag_physician_notification_n_sum_30d,0.0
tag_refusal_n_sum_30d,0.0
tag_pain_intervention_n_sum_30d,0.0
tag_nutrition_plan_n_sum_30d,0.0
prior_fall_n_sum_90d,0.0
prior_fall_n_sum_30d,0.0
lab_n_lab_sum_30d,0.0
lab_is_critical_sum_30d,0.0
lab_is_abnormal_sum_30d,0.0
tag_family_responsible_n_sum_30d,0.0
prior_wound_n_sum_30d,0.0
prior_wound_n_sum_90d,0.0
prior_rth_n_sum_90d,0.0
prior_rth_n_sum_30d,0.0
prior_altercation_n_sum_30d,0.0
prior_altercation_n_sum_90d,0.0
prior_rth_ever,0.0
need_nutrition_active,0.0
therapy_pt_active,0.0
therapy_ot_active,0.0
